release_date,movie,genres,vote_count,num_votes,vote_average,popularity,average_rating,domestic_box_office,production_budget,rio_percentage,opening_weekend_box_office,multiplier,max_theatre_count,distributor,primary_name,primary_profession
2013-02-14,escape from planet earth,"adventure,animation,comedy",459,23298,5.8,9.2,5.9,57012977,40000000,142,15891055,3.6,3353,Weinstein…,Stephen Fry,"actor,writer,producer"
2013-12-06,out of the furnace,"crime,drama,thriller",1077,99037,6.6,9.1,6.8,11330849,22000000,51,5220288,2.2,2101,Relativity,Scott Cooper,"actor,director,writer"
2013-02-14,safe haven,"drama,romance,thriller",1433,97055,7.1,9.1,6.7,71399120,28000000,254,21401594,3.3,3223,Relativity,Nicholas Sparks,"writer,producer"
2013-11-08,the book thief,"drama,war",2788,119023,7.5,9.0,7.6,21488481,19000000,113,105005,204.6,1316,20th Cent…,Michael Petroni,"writer,actor,producer"
2013-08-23,drinking buddies,"comedy,drama,romance",528,53546,6.0,9.0,6.1,343706,500000,68,19505,17.6,33,Magnolia …,Joe Swanberg,"writer,actor,producer"
2013-09-18,enough said,"comedy,drama,romance",464,55698,6.7,8.7,7.0,17550872,8000000,219,232800,75.4,835,Fox Searc…,Nicole Holofcener,"director,writer,actress"
2013-09-27,baggage claim,comedy,127,8296,5.4,8.7,5.1,21569509,8500000,253,9031102,2.4,2030,Fox Searc…,David E. Talbert,"writer,director,producer"
2013-11-15,the best man holiday,"comedy,drama",145,13967,6.6,8.6,6.7,70525195,17000000,414,30107555,2.3,2041,Universal,Malcolm D. Lee,"director,producer,writer"
2013-07-03,kevin hart let me explain,"comedy,documentary",142,7880,6.9,8.5,6.8,32244051,2500000,1289,10030463,3.2,892,Lionsgate,Kevin Hart,"actor,producer,writer"
2013-04-19,the lords of salem,"horror,thriller",445,25089,5.3,8.4,5.1,1165881,1500000,77,642942,1.8,355,Anchor Ba…,Rob Zombie,"soundtrack,director,actor"
2013-12-25,mandela long walk to freedom,"biography,drama,history",319,25027,6.9,8.3,7.1,8323085,35000000,23,84283,98.8,1010,Weinstein…,Nelson Mandela,"actor,writer"
2013-08-16,ain't them bodies saints,"crime,drama,romance",217,19464,6.2,8.2,6.4,391611,5000000,7,26419,14.8,44,IFC Films,David Lowery,"editor,producer,director"
2013-10-06,the immigrant,"drama,romance",438,26618,6.2,8.1,6.6,2013456,16000000,12,44064,45.7,150,RADiUS-TWC,James Gray,"director,writer,producer"
2013-03-22,admission,"comedy,drama,romance",385,31849,5.5,8.1,5.7,18007317,13000000,138,6154984,2.9,2161,Focus Fea…,Karen Croner,"writer,producer,editorial_department"
2013-08-16,jobs,"biography,drama",1622,88788,6.1,8.0,5.9,16131410,18000000,89,6713900,2.4,2381,Open Road,Matt Whiteley,writer
2014-04-25,blue ruin,"crime,drama,thriller",736,58811,6.9,8.0,7.1,258384,420000,61,32608,7.9,61,RADiUS-TWC,Jeremy Saulnier,"camera_department,cinematographer,director"
2013-11-22,delivery man,"comedy,drama",858,70706,6.2,8.0,6.4,30659817,22000000,139,7944977,3.9,3036,Walt Disney,Martin Petit,"actor,writer"
2013-12-25,grudge match,"comedy,drama,sport",711,54080,6.0,7.9,6.4,29817991,40000000,74,7032724,4.2,2856,Warner Bros.,Tim Kelleher,"writer,producer,director"
2013-03-01,the last exorcism part ii,"drama,horror,thriller",297,15124,4.5,7.6,4.0,15179303,4000000,379,7728354,2.0,2700,CBS Films,Andrew Gurland,"producer,writer,director"
2013-03-17,the reluctant fundamentalist,"drama,thriller",120,12511,6.7,7.5,6.9,528731,15000000,3,30920,17.1,58,IFC Films,Javed Akhtar,"music_department,writer,soundtrack"
2013-07-26,the to do list,"comedy,romance",534,34524,5.5,7.3,5.8,3491669,1500000,232,1579402,2.2,591,CBS Films,Maggie Carey,"writer,director,producer"
2013-09-27,metallica through the never,music,130,15592,6.6,7.3,7.2,3419967,18000000,18,1576561,2.2,589,Picturehouse,Kirk Hammett,"soundtrack,actor,composer"
2014-05-09,palo alto,drama,528,25402,6.4,7.3,6.2,767732,1000000,76,63461,12.1,72,TriBeca F…,Gia Coppola,"director,actress,writer"
2013-03-01,phantom,"drama,history,thriller",151,12786,6.0,7.2,5.9,489984,18000000,2,266756,1.8,93,UTV Commu…,Todd Robinson,"producer,writer,director"
2013-03-01,phantom,"drama,history,thriller",151,12786,6.0,7.2,5.9,1034589,18000000,5,508000,2.0,1118,RCR Media…,Todd Robinson,"producer,writer,director"
2013-07-29,the canyons,"drama,thriller",134,9838,4.3,6.9,3.8,59671,250000,23,13351,4.5,9,IFC Films,Bret Easton Ellis,"writer,director,producer"
2013-01-11,a haunted house,"comedy,fantasy",871,40308,5.5,6.9,5.1,40041683,2500000,1601,18101682,2.2,2160,Open Road,Marlon Wayans,"actor,writer,producer"
2013-10-18,the fifth estate,"biography,drama,thriller",549,36392,5.9,6.6,6.2,3254172,26000000,12,1673351,1.9,1769,Walt Disney,Josh Singer,"producer,writer,miscellaneous"
2013-11-01,last vegas,"comedy,drama",1211,121409,6.4,6.5,6.6,63914167,28000000,228,16334566,3.9,3237,CBS Films,Dan Fogelman,"writer,producer,miscellaneous"
2013-04-05,the brass teapot,"comedy,fantasy,thriller",240,13746,6.0,6.5,6.4,6997,900000,0,4468,1.6,2,Magnet Pi…,Ramaa Mosley,"producer,director,writer"
2013-03-08,cheap thrills,"comedy,crime,drama",216,16429,6.4,6.4,6.7,59424,100000,59,18638,3.2,18,Drafthous…,Roald Dahl,"writer,actor,soundtrack"
2013-01-18,whiplash,"drama,music",94,616916,7.9,6.3,8.5,13092006,3300000,396,135388,96.7,567,Sony Pict…,Damien Chazelle,"producer,writer,director"
2014-10-10,whiplash,"drama,music",7908,616916,8.4,28.8,8.5,13092006,3300000,396,135388,96.7,567,Sony Pict…,Damien Chazelle,"producer,writer,director"
2013-10-04,parkland,"drama,history,mystery",206,14036,6.1,6.1,6.4,641439,10000000,6,310246,2.1,257,Exclusive…,Vincent Bugliosi,"writer,producer,miscellaneous"
2013-09-21,battle of the year,"drama,music",130,8769,6.1,5.9,5.1,8888355,20000000,44,4603177,1.9,2008,Sony Pict…,Benson Lee,"producer,director,writer"
2013-10-11,escape from tomorrow,"drama,fantasy,horror",117,8665,4.8,5.7,5.2,171962,650000,26,63297,2.7,30,Producers…,Randy Moore,"director,writer"
2013-06-07,the wall,"action,drama,thriller",61,20391,6.7,5.6,6.2,1803064,3000000,60,897955,2.0,540,Roadside …,Dwain Worrell,"writer,actor,producer"
2017-05-12,the wall,"action,drama,thriller",407,20391,6.1,8.1,6.2,1803064,3000000,60,897955,2.0,540,Roadside …,Dwain Worrell,"writer,actor,producer"
2013-04-04,concussion,drama,55,3813,5.5,5.2,5.7,34531832,35000000,98,10513749,3.3,2841,Sony Pict…,Stacie Passon,"director,writer,producer"
2013-04-04,concussion,drama,55,3813,5.5,5.2,5.7,38361,35000000,0,8216,4.7,25,Radius,Stacie Passon,"director,writer,producer"
2015-12-25,concussion,drama,1435,3813,7.1,12.8,5.7,34531832,35000000,98,10513749,3.3,2841,Sony Pict…,Stacie Passon,"director,writer,producer"
2015-12-25,concussion,drama,1435,3813,7.1,12.8,5.7,38361,35000000,0,8216,4.7,25,Radius,Stacie Passon,"director,writer,producer"
2013-07-25,the wolverine,"action,adventure,sci-fi",6176,401286,6.3,4.3,6.7,132556852,115000000,115,53113752,2.5,3924,20th Cent…,Mark Bomback,"producer,writer"
2013-04-19,home run,"drama,sport",33,2745,6.3,3.8,6.0,2859955,1200000,238,1582466,1.8,381,Samuel Go…,Brian Brightly,"writer,director,producer"
2013-09-29,wonder woman,"action,adventure,fantasy",34,487527,5.9,2.8,7.5,412563408,150000000,275,103251471,4.0,4165,Warner Bros.,Jason Fuchs,"actor,writer,producer"
2017-06-02,wonder woman,"action,adventure,fantasy",12566,487527,7.3,31.6,7.5,412563408,150000000,275,103251471,4.0,4165,Warner Bros.,Jason Fuchs,"actor,writer,producer"
2013-05-09,peeples,"comedy,romance",34,4452,5.2,2.7,5.3,9177065,11000000,83,4611534,2.0,2041,Lionsgate,Tina Gordon,"writer,producer,director"
2013-11-29,non-stop,"action,mystery,thriller",23,234717,5.6,2.3,7.0,91742160,50000000,183,28875635,3.2,3183,Universal,Ryan Engle,"writer,director,producer"
2014-02-28,non-stop,"action,mystery,thriller",3330,234717,6.8,13.6,7.0,91742160,50000000,183,28875635,3.2,3183,Universal,Ryan Engle,"writer,director,producer"
2013-09-08,mary queen of scots,"biography,drama,history",16,23866,4.7,2.2,6.3,16648499,25000000,66,194777,85.5,1052,Focus Fea…,Beau Willimon,"writer,producer,miscellaneous"
2018-12-07,mary queen of scots,"biography,drama,history",592,23866,6.6,16.1,6.3,16648499,25000000,66,194777,85.5,1052,Focus Fea…,Beau Willimon,"writer,producer,miscellaneous"
2013-05-05,friend request,thriller,43,116,5.5,2.1,4.0,3759078,9900000,37,2002863,1.9,2573,Entertain…,Jason Falasco,"cinematographer,editor,camera_department"
2016-12-09,friend request,thriller,777,116,5.5,9.1,4.0,3759078,9900000,37,2002863,1.9,2573,Entertain…,Jason Falasco,"cinematographer,editor,camera_department"
2013-10-04,grace unplugged,"drama,music",38,3006,6.3,2.0,6.2,2507159,1700000,147,998145,2.5,511,Roadside …,Brad J. Silverman,"director,writer,actor"
2013-11-27,black nativity,"drama,family,music",25,1901,5.7,1.8,4.6,7018188,17500000,40,3669530,1.9,1525,20th Cent…,Langston Hughes,"writer,soundtrack,music_department"
2013-05-14,captive,"drama,horror,sci-fi",7,76,3.8,1.5,4.1,2583301,2000000,129,1395378,1.9,807,Paramount…,Stephen Patrick Kenny,"producer,director,writer"
2015-09-18,captive,"drama,horror,sci-fi",127,76,5.6,6.5,4.1,2583301,2000000,129,1395378,1.9,807,Paramount…,Stephen Patrick Kenny,"producer,director,writer"
2017-04-28,captive,"drama,horror,sci-fi",2,76,1.5,0.6,4.1,2583301,2000000,129,1395378,1.9,807,Paramount…,Stephen Patrick Kenny,"producer,director,writer"
2013-09-27,believe,drama,12,338,5.9,1.3,5.0,890303,3500000,25,477387,1.9,638,Smith Glo…,Billy Dickson,"cinematographer,director,writer"
2016-12-02,believe,drama,11,338,6.5,1.5,5.0,890303,3500000,25,477387,1.9,638,Smith Glo…,Billy Dickson,"cinematographer,director,writer"
2013-04-19,filly brown,"drama,music",10,1003,6.5,1.3,5.7,2850357,1250000,228,1478323,1.9,259,Lionsgate,Youssef Delara,"visual_effects,editor,director"
2013-02-05,mother,"drama,horror,mystery",1,156813,7.0,0.9,6.6,17800004,30000000,59,7534673,2.4,2368,Paramount…,Darren Aronofsky,"producer,director,writer"
2016-04-14,mother,"drama,horror,mystery",1,156813,5.0,0.6,6.6,17800004,30000000,59,7534673,2.4,2368,Paramount…,Darren Aronofsky,"producer,director,writer"
2017-09-15,mother,"drama,horror,mystery",3458,156813,7.0,15.2,6.6,17800004,30000000,59,7534673,2.4,2368,Paramount…,Darren Aronofsky,"producer,director,writer"
2017-03-10,mother,"drama,horror,mystery",30,156813,6.4,4.2,6.6,17800004,30000000,59,7534673,2.4,2368,Paramount…,Darren Aronofsky,"producer,director,writer"
2018-03-10,mother,"drama,horror,mystery",28,156813,6.4,3.2,6.6,17800004,30000000,59,7534673,2.4,2368,Paramount…,Darren Aronofsky,"producer,director,writer"
2013-10-16,the promise,comedy,1,53,9.0,0.6,8.8,8224288,90000000,9,4095718,2.0,2251,Open Road,Candy J. Beard,"producer,writer,actress"
2017-04-21,the promise,comedy,195,53,7.1,10.2,8.8,8224288,90000000,9,4095718,2.0,2251,Open Road,Candy J. Beard,"producer,writer,actress"
2013-09-09,noah,animation,11,223,7.6,0.6,5.6,101200044,130000000,77,43720472,2.3,3571,Paramount…,Ed Naha,"writer,producer,soundtrack"
2014-03-28,noah,animation,3955,223,5.6,13.9,5.6,101200044,130000000,77,43720472,2.3,3571,Paramount…,Ed Naha,"writer,producer,soundtrack"
2014-03-25,noah,animation,2,223,7.5,0.6,5.6,101200044,130000000,77,43720472,2.3,3571,Paramount…,Ed Naha,"writer,producer,soundtrack"
2013-12-31,1982,drama,2,221,7.5,0.6,7.0,43829,1000000,4,4900,8.9,5,Tricycle …,Tommy Oliver,"producer,cinematographer,editor"
2013-06-21,emily,drama,1,13,7.0,0.6,6.8,1097067,27000,4063,40287,27.2,579,Bleecker …,Kelly McCrillis,"assistant_director,actor,writer"
2013-06-21,emily,drama,1,13,7.0,0.6,6.8,3547,27000,13,1164,3.0,1,Hibernati…,Kelly McCrillis,"assistant_director,actor,writer"
2013-07-01,adrift,"action,adventure,biography",1,34115,7.0,0.6,6.6,31445011,35000000,89,11603039,2.7,3015,STX Enter…,Susea McGearhart,writer
2018-06-01,adrift,"action,adventure,biography",1264,34115,6.7,16.8,6.6,31445011,35000000,89,11603039,2.7,3015,STX Enter…,Susea McGearhart,writer
2013-06-07,the internship,comedy,2631,179817,6.2,0.6,6.3,44672764,58000000,77,17325307,2.6,3399,20th Cent…,Vince Vaughn,"producer,actor,writer"
2013-05-03,cinco de mayo la batalla,"drama,history,war",16,799,5.9,0.6,6.2,173472,10000000,1,83586,2.1,43,Lionsgate,Rafa Lara,"director,editor,writer"
2014-10-24,john wick,"action,crime,thriller",10081,449942,7.2,78.1,7.4,43037835,30000000,143,14415922,3.0,2589,Lionsgate,Derek Kolstad,"writer,producer"
2014-12-17,the hobbit the battle of the five armies,"adventure,fantasy",8392,438621,7.3,53.8,7.4,255119788,250000000,102,54724334,4.7,3875,Warner Bros.,Peter Jackson,"producer,director,writer"
2014-08-01,guardians of the galaxy,"action,adventure,comedy",17958,948394,7.9,49.6,8.1,333714112,170000000,196,94320883,3.5,4088,Walt Disney,Steve Gerber,"miscellaneous,writer"
2014-05-23,x-men days of future past,"action,adventure,sci-fi",10062,620079,7.5,41.9,8.0,233921534,200000000,116,90823660,2.6,4001,20th Cent…,Jack Kirby,"writer,animation_department,miscellaneous"
2014-09-19,the maze runner,"action,mystery,sci-fi",10626,387038,7.1,37.0,6.8,102427862,34000000,301,32512804,3.2,3638,20th Cent…,Grant Pierce Myers,"writer,miscellaneous,camera_department"
2014-11-07,big hero 6,"action,adventure,animation",10176,371204,7.8,36.9,7.8,222527828,165000000,134,56215889,4.0,3773,Walt Disney,Robert L. Baird,"writer,producer,miscellaneous"
2014-11-21,the hunger games mockingjay - part 1,"action,adventure,sci-fi",10087,379050,6.8,33.8,6.6,337135885,125000000,269,121897634,2.8,4151,Lionsgate,Peter Craig,"writer,actor,producer"
2014-12-19,the imitation game,"biography,drama,thriller",10396,620834,8.1,33.1,8.0,91125143,15000000,607,479352,190.1,2402,Weinstein…,Andrew Hodges,writer
2014-10-03,gone girl,"drama,mystery,thriller",10459,761592,7.9,31.2,8.1,167767189,61000000,275,37513109,4.5,3284,20th Cent…,Gillian Flynn,"writer,producer,actress"
2014-10-17,fury,"action,drama,war",6653,381993,7.4,29.1,7.6,85817906,80000000,107,23702421,3.6,3313,Sony Pict…,David Ayer,"writer,director,producer"
2014-10-03,dracula untold,"action,drama,fantasy",3719,164829,6.2,29.0,6.3,55991880,70000000,79,23514615,2.4,2900,Universal,Bram Stoker,"writer,miscellaneous"
2014-09-26,the equalizer,"action,crime,thriller",4989,302302,7.2,28.9,7.2,101530738,55000000,184,34137828,3.0,3236,Sony Pict…,Michael Sloan,"writer,producer,miscellaneous"
2014-11-05,interstellar,"adventure,drama,sci-fi",18597,1299334,8.2,28.4,8.6,188017894,165000000,113,47510360,4.0,3561,Paramount…,Christopher Nolan,"writer,producer,director"
2014-07-18,the purge anarchy,"action,horror,sci-fi",3754,126203,6.6,28.4,6.5,71562550,9000000,795,29816675,2.4,2856,Universal,James DeMonaco,"writer,producer,director"
2014-07-11,dawn of the planet of the apes,"action,adventure,drama",7080,390199,7.3,27.6,7.6,208545589,170000000,122,72611427,2.9,3969,20th Cent…,Mark Bomback,"producer,writer"
2014-06-13,how to train your dragon 2,"action,adventure,animation",5589,278205,7.7,27.1,7.8,177002924,145000000,122,49451322,3.6,4268,20th Cent…,Dean DeBlois,"writer,animation_department,director"
2014-12-12,exodus gods and kings,"action,adventure,drama",2909,150858,5.7,26.8,6.0,65014513,140000000,46,24115934,2.7,3503,20th Cent…,Steven Zaillian,"writer,producer,director"
2015-02-13,kingsman the secret service,"action,adventure,comedy",10287,544510,7.6,26.1,7.7,128261724,94000000,136,36206331,3.5,3282,20th Cent…,Matthew Vaughn,"producer,writer,director"
2014-08-08,teenage mutant ninja turtles,"action,adventure,comedy",4259,192220,5.8,25.6,5.8,191204754,125000000,152,65575105,2.9,3980,Paramount…,Josh Appelbaum,"producer,writer,camera_department"
2014-10-31,nightcrawler,"crime,drama,thriller",5860,404476,7.7,25.6,7.9,32381218,8500000,380,10441000,3.1,2766,Open Road,Dan Gilroy,"writer,director,producer"
2014-02-21,pompeii,"action,adventure,drama",2078,100467,5.4,25.2,5.5,23169033,80000000,28,10340823,2.2,2658,Sony Pict…,Janet Scott Batchler,"writer,director"
2014-05-16,godzilla,"action,adventure,sci-fi",5053,350687,6.1,25.0,6.4,200676069,160000000,125,93188384,2.2,3952,Warner Bros.,Frank Darabont,"writer,producer,director"
2014-07-25,hercules,"action,adventure,fantasy",2606,137287,5.6,23.9,6.0,72688614,100000000,72,29800263,2.4,3595,Paramount…,Evan Spiliotopoulos,"writer,miscellaneous,producer"
2014-03-07,300 rise of an empire,"action,fantasy,war",3870,262978,6.0,23.7,6.2,106580051,110000000,96,45038460,2.4,3490,Warner Bros.,Kurt Johnstad,"writer,producer,camera_department"
2014-06-27,transformers age of extinction,"action,adventure,sci-fi",4805,283486,5.8,21.0,5.7,245439076,210000000,116,100038390,2.5,4233,Paramount…,Ehren Kruger,"writer,producer,executive"
2014-11-26,penguins of madagascar,"adventure,animation,comedy",2273,72551,6.4,20.9,6.7,83350911,132000000,63,25447444,3.3,3775,20th Cent…,Mark Burton,"writer,miscellaneous,producer"
2014-08-22,sin city a dame to kill for,"crime,thriller",2210,140666,6.3,20.9,6.5,13757804,65000000,21,6317683,2.2,2894,Weinstein…,Frank Miller,"writer,producer,actor"
2014-05-02,the amazing spider-man 2,"action,adventure,sci-fi",7220,388363,6.4,20.8,6.6,202853933,200000000,101,91608337,2.2,4324,Sony Pict…,Steve Ditko,writer
2014-07-18,sex tape,"comedy,romance",2684,100520,5.3,20.4,5.1,38543473,40000000,96,14608152,2.6,3062,Sony Pict…,Jason Segel,"actor,soundtrack,writer"
2014-12-19,night at the museum secret of the tomb,"adventure,comedy,family",3536,93103,6.1,20.1,6.2,113746621,127000000,89,17100520,6.7,3914,20th Cent…,Mark Friedman,"writer,producer,sound_department"
2014-06-06,edge of tomorrow,"action,sci-fi",8047,546284,7.6,19.8,7.9,100206256,178000000,56,28760246,3.5,3505,Warner Bros.,Christopher McQuarrie,"writer,producer,director"
2014-02-07,the lego movie,"action,adventure,animation",4839,304179,7.4,19.4,7.8,257784718,60000000,429,69050279,3.7,3890,Warner Bros.,Kevin Eastman,"writer,actor,producer"
2014-09-19,a walk among the tombstones,"action,crime,drama",1685,105116,6.3,19.4,6.5,26017685,28000000,92,12758780,2.0,2714,Universal,Lawrence Block,"writer,producer,actor"
2014-05-30,maleficent,"action,adventure,family",8143,305832,7.0,19.3,7.0,241407328,180000000,134,69431298,3.5,3948,Walt Disney,Milt Banta,"writer,animation_department"
2014-08-15,the expendables 3,"action,adventure,thriller",2876,156432,6.1,18.8,6.1,39322544,100000000,39,15879645,2.5,3221,Lionsgate,Sylvester Stallone,"actor,writer,producer"
2014-12-25,american sniper,"action,biography,drama",7658,401915,7.4,18.5,7.3,350126372,58000000,603,633456,552.7,3885,Warner Bros.,Jason Hall,"actor,writer,producer"
2014-11-26,horrible bosses 2,"comedy,crime",2581,144442,6.2,18.4,6.3,54445357,40000000,136,15457418,3.5,3400,Warner Bros.,Michael Markowitz,"producer,writer,miscellaneous"
2015-03-27,it follows,"horror,mystery",3485,182839,6.5,18.4,6.9,14674077,2000000,733,160089,91.7,1655,RADiUS-TWC,David Robert Mitchell,"writer,director,producer"
2014-03-07,the grand budapest hotel,"adventure,comedy,crime",8091,633604,8.0,18.3,8.1,59076019,31000000,190,811166,72.8,1467,Fox Searc…,Wes Anderson,"writer,director,producer"
2014-04-11,rio 2,"adventure,animation,comedy",1803,72209,6.3,18.1,6.3,131538435,130000000,101,39327869,3.3,3975,20th Cent…,Jenny Bicks,"producer,writer,miscellaneous"
2014-04-04,captain america the winter soldier,"action,adventure,sci-fi",11034,666252,7.7,18.1,7.8,259746958,170000000,152,95023721,2.7,3938,Walt Disney,Jack Kirby,"writer,animation_department,miscellaneous"
2014-02-12,robocop,"action,crime,sci-fi",3390,205798,5.8,17.9,6.2,58607007,120000000,48,21681430,2.7,3372,Sony Pict…,Michael Miner,"writer,miscellaneous,director"
2014-08-27,the november man,"action,crime,thriller",852,59293,6.1,17.7,6.3,25018119,15000000,166,7911597,3.2,2776,Relativity,Bill Granger,writer
2014-03-21,divergent,"action,adventure,mystery",8279,399703,6.9,17.0,6.7,150947895,85000000,177,54607747,2.8,3936,Lionsgate,Vanessa Taylor,"producer,writer"
2014-10-10,the judge,"crime,drama",2356,162952,7.3,16.5,7.4,47119388,50000000,94,13116226,3.6,3003,Warner Bros.,David Dobkin,"producer,director,writer"
2018-04-13,the judge,"crime,drama",2,162952,7.5,0.6,7.4,47119388,50000000,94,13116226,3.6,3003,Warner Bros.,David Dobkin,"producer,director,writer"
2014-10-31,st vincent,"comedy,drama",1069,89372,7.1,16.4,7.3,44137712,13000000,339,109878,401.7,2552,Weinstein…,Theodore Melfi,"producer,director,writer"
2014-05-16,the fault in our stars,"drama,romance",7236,315135,7.6,16.0,7.7,124872350,12000000,1040,48002523,2.6,3340,20th Cent…,John Green,"producer,writer,director"
2014-11-14,dumb and dumber to,"adventure,comedy",1842,118646,5.5,16.0,5.6,86208010,40000000,215,36111775,2.4,3188,Universal,Mike Cerrone,"actor,writer,production_manager"
2014-10-24,ouija,"horror,mystery,thriller",1670,44054,5.1,15.4,4.5,50856010,5000000,1017,19875995,2.6,2899,Universal,Stiles White,"special_effects,writer,producer"
2014-10-17,camp x-ray,"drama,war",618,36700,6.8,15.2,6.9,9837,1000000,0,1316,7.5,7,IFC Films,Peter Sattler,"art_department,director,writer"
2014-05-09,neighbors,comedy,4536,266020,6.2,15.0,6.3,150086800,18000000,833,49033915,3.1,3311,Universal,Andrew Jay Cohen,"writer,producer,director"
2014-09-12,the drop,"crime,drama",1215,132161,6.7,14.8,7.1,10724389,12600000,85,4104552,2.6,1192,Fox Searc…,Dennis Lehane,"writer,producer,actor"
2014-06-27,snowpiercer,"action,drama,sci-fi",4748,239264,6.8,14.7,7.1,4563029,40000000,11,171187,26.7,356,RADiUS-TWC,Joon-ho Bong,"writer,director,producer"
2014-09-12,no good deed,"action,crime,drama",286,16045,5.8,14.5,5.6,52543632,13200000,398,24250283,2.2,2175,Sony Pict…,Aimee Lagos,"writer,producer,miscellaneous"
2015-01-09,inherent vice,"comedy,crime,drama",1359,83346,6.6,14.2,6.7,8110975,20000000,40,328184,24.7,653,Warner Bros.,Paul Thomas Anderson,"director,writer,producer"
2014-03-28,sabotage,"action,crime,drama",779,55597,5.5,14.1,5.7,10508518,35000000,30,5272444,2.0,2486,Open Road,David Ayer,"writer,director,producer"
2014-10-03,annabelle,"horror,mystery,thriller",3357,122039,5.6,14.0,5.4,84273813,6500000,1296,37134255,2.3,3215,Warner Bros.,Gary Dauberman,"writer,producer,director"
2014-10-03,left behind,"action,drama,fantasy",713,33515,4.0,13.9,3.1,14019924,16000000,87,6300146,2.2,1887,Freestyle…,Jerry B. Jenkins,"writer,producer"
2014-11-26,the theory of everything,"biography,drama,romance",6412,361534,7.9,13.9,7.7,35893537,15000000,239,208763,171.9,1220,Focus Fea…,Anthony McCarten,"writer,producer,director"
2014-01-10,the legend of hercules,"action,adventure,fantasy",805,50352,4.5,13.8,4.2,18848538,70000000,26,8868318,2.1,2104,Lionsgate,Renny Harlin,"producer,director,writer"
2014-03-14,need for speed,"action,crime,thriller",2389,154909,6.1,13.7,6.5,43568507,66000000,66,17844939,2.4,3115,Walt Disney,John Gatins,"actor,writer,producer"
2014-12-19,annie,"comedy,drama,family",770,31241,6.1,13.4,5.3,85911262,65000000,132,15861939,5.4,3197,Sony Pict…,Aline Brosh McKenna,"writer,producer,soundtrack"
2014-02-07,the monuments men,"comedy,drama,history",2229,117638,5.9,12.9,6.1,78031620,70000000,111,22003433,3.5,3083,Sony Pict…,George Clooney,"actor,producer,director"
2014-03-07,mr peabody  sherman,"adventure,animation,comedy",1357,57277,6.6,12.8,6.8,111506430,145000000,76,32207057,3.5,3951,20th Cent…,Robert Ben Garant,"producer,writer,actor"
2014-01-24,i frankenstein,"action,fantasy,horror",1090,74910,5.2,12.7,5.1,19075290,65000000,29,8610441,2.2,2753,Lionsgate,Stuart Beattie,"writer,director,producer"
2014-12-25,unbroken,"biography,drama,sport",2240,129981,7.4,12.4,7.2,115637895,65000000,177,30621445,3.8,3301,Universal,Ethan Coen,"producer,writer,director"
2014-12-31,a most violent year,"crime,drama,thriller",792,60165,6.6,12.3,7.0,5749134,20000000,28,172788,33.3,818,A24,J.C. Chandor,"producer,director,writer"
2014-08-22,if i stay,"drama,fantasy,music",2703,107625,7.4,12.0,6.8,50474843,11000000,458,15679190,3.2,3157,Warner Bros.,Shauna Cross,"writer,casting_department,producer"
2014-12-25,big eyes,"biography,crime,drama",2153,77447,7.0,12.0,7.0,14482031,10000000,144,3001738,4.8,1408,Weinstein…,Scott Alexander,"writer,producer,director"
2014-03-21,blood ties,"action,crime,drama",268,17771,6.1,12.0,6.5,42472,26000000,0,26912,1.6,28,Roadside …,Guillaume Canet,"actor,writer,director"
2014-03-21,blood ties,"action,crime,drama",268,17771,6.1,12.0,6.5,2761,26000000,0,2760,1.0,1,Afterligh…,Guillaume Canet,"actor,writer,director"
2014-11-28,the babadook,"drama,horror",3528,171411,6.4,11.5,6.8,950792,2000000,47,30007,31.7,80,IFC Midnight,Jennifer Kent,"actress,director,writer"
2014-10-17,the book of life,"adventure,animation,comedy",1228,59486,7.4,11.4,7.3,50151543,50000000,100,17005218,2.9,3113,20th Cent…,Doug Langdale,"writer,miscellaneous,producer"
2014-07-02,deliver us from evil,"horror,mystery,thriller",1104,63793,6.1,11.3,6.2,30577122,30000000,101,9740471,3.1,3049,Sony Pict…,Paul Harris Boardman,"writer,producer,assistant_director"
2014-09-26,the boxtrolls,"adventure,animation,comedy",1016,50763,6.7,11.2,6.8,50837305,60000000,84,17275239,2.9,3464,Focus Fea…,Irena Brignull,"miscellaneous,writer"
2014-06-13,22 jump street,"action,comedy,crime",5167,319504,6.9,11.2,7.0,191719337,50000000,383,57071445,3.4,3426,Sony Pict…,Stephen J. Cannell,"writer,producer,actor"
2014-07-11,boyhood,drama,3097,315584,7.5,11.1,7.9,25379975,4000000,634,387618,65.5,775,IFC Films,Richard Linklater,"producer,director,writer"
2014-01-17,jack ryan shadow recruit,"action,drama,thriller",1687,114913,6.1,11.1,6.2,50577412,60000000,84,15451981,3.3,3387,Paramount…,Tom Clancy,"writer,producer,miscellaneous"
2014-02-14,3 days to kill,"action,drama,thriller",1279,81681,6.1,11.0,6.2,30697999,28000000,109,12242218,2.5,2872,Relativity,Luc Besson,"writer,producer,director"
2014-07-03,tammy,"comedy,romance",735,44345,5.2,11.0,4.9,84525432,20000000,422,21577049,3.9,3465,Warner Bros.,Melissa McCarthy,"actress,producer,soundtrack"
2014-04-18,13 sins,"horror,thriller",576,29550,6.3,10.9,6.3,9134,4000000,0,9134,1.0,45,RADiUS-TWC,David Birke,writer
